Fall,College,Major_Name,Total,Female,Male,MFRatio,Caucasian,Asian American,African American,Hispanic,Native American
2009,Engineering,Industrial Engineering,159,47,112,2.38,51,17,5,6,0
2009,Education,Ed Organization And Leadership,155,95,59,0.62,113,7,19,6,0
2009,Education,Curriculum And Instruction,70,59,11,0.19,39,6,7,2,0
2009,Applied Health Sciences,Community Health,588,464,123,0.27,289,88,124,60,6
2009,Aces,Nutritional Sciences,58,44,14,0.32,34,5,2,3,0
2009,Fine And Applied Arts,Nondegree,48,26,22,0.85,25,2,0,3,1
2009,Aces,Natural Resrcs & Environ Sci,195,96,99,1.03,151,16,1,14,0
2009,Aces,Natural Res & Env Sciences,88,36,52,1.44,56,4,0,1,0
2009,Aces,Human Development & Family St,208,192,14,0.07,152,14,19,14,0
2009,Applied Health Sciences,"Recreation, Sport, And Tourism ",429,150,278,1.85,289,13,54,25,2
2009,Aces,Food Science & Human Nutrition,443,346,97,0.28,277,47,14,19,1
2009,Aces,Crop Sciences,163,48,115,2.4,120,3,4,2,2
2009,Aces,Animal Sciences,620,451,168,0.37,477,27,26,31,1
2009,Aces,Agr & Consumer Economics,646,221,425,1.92,451,40,25,26,0
2009,Fine And Applied Arts,Graphic Design,64,41,23,0.56,42,15,1,1,0
2009,Applied Health Sciences,Kinesiology,656,374,281,0.75,498,31,28,51,4
2009,Applied Health Sciences,Speech & Hearing Science,340,322,17,0.05,273,13,10,19,3
2009,Business,Supply Chain Management,35,11,24,2.18,29,3,0,2,0
2009,Education,Anthropology,217,150,67,0.45,132,17,11,29,1
2009,Education,Advertising,442,295,146,0.49,299,34,40,30,1
2009,Education,Actuarial Science,286,112,174,1.55,132,47,9,5,0
2009,Education,Accountancy,1189,537,652,1.21,590,200,39,61,2
2009,Dgs,Undeclared,3055,1489,1563,1.05,1831,403,271,253,4
2009,Business,Technology Management,52,11,41,3.73,6,2,0,0,0
2009,Fine And Applied Arts,Nondegree,42,14,28,2,3,2,1,0,0
2009,Business,Marketing,151,93,58,0.62,95,17,11,14,2
2009,Business,Management,164,95,68,0.72,93,23,7,18,0
2009,Business,Information Sys & Info Tech,37,7,30,4.29,19,6,4,4,0
2009,Business,Finance,698,219,479,2.19,338,113,21,31,1
2009,Business,Curric Unassigned,1038,464,574,1.24,627,159,64,81,2
2009,Business,Business Administration (Mba),345,107,235,2.2,159,44,20,9,0
2009,Business,Business Administration,110,50,60,1.2,49,7,6,5,0
2009,Fine And Applied Arts,Dance,82,72,10,0.14,59,3,11,6,0
2009,Ln,Nondegree-Ce,101,70,31,0.44,74,7,11,4,0
2009,Fine And Applied Arts,Industrial Design,117,61,56,0.92,61,19,2,11,0
2009,Las,Molecular&Cell Bio-Undeclared,61,31,30,0.97,26,4,1,6,0
2009,Las,Psychology,1417,1013,403,0.4,846,196,92,126,5
2009,Las,Political Science,1017,391,626,1.6,673,100,86,81,5
2009,Las,Plant Biology,40,23,17,0.74,32,2,1,0,1
2009,Las,Physics,168,19,149,7.84,101,12,1,9,0
2009,Las,Philosophy,129,22,107,4.86,97,11,8,5,1
2009,Fine And Applied Arts,Nondegree,158,91,67,0.74,36,9,4,3,0
2009,Las,Neuroscience,50,30,20,0.67,23,15,1,3,0
2009,Las,Molecular And Cellular Biology,1041,514,524,1.02,582,315,37,50,0
2009,Las,Molecular & Integrative Physi,31,18,13,0.72,10,2,1,3,0
2009,Las,Microbiology,68,40,28,0.7,35,3,2,4,1
2009,Las,Mathematics,567,217,350,1.61,309,65,8,23,0
2009,Las,Math & Computer Science,79,11,68,6.18,42,17,1,6,0
2009,Las,Linguistics,109,68,41,0.6,61,10,1,3,0
2009,Las,Sociology,493,301,191,0.63,185,55,130,76,5
2009,Las,Spanish,277,206,71,0.34,159,17,7,58,0
2009,Ischool,Library & Information Science,297,213,84,0.39,204,21,17,9,2
2009,Vetmed,Vms-Veterinary Clinical Medcne,30,19,11,0.58,15,0,0,2,0
2009,Social Work,Social Work,260,229,31,0.14,180,10,26,7,1
2009,Media,Journalism,25,17,8,0.47,13,2,4,1,0
2009,Las,General Curriculum,40,28,12,0.43,27,1,1,5,1
2009,Law,Law,707,317,390,1.23,396,57,48,31,5
2009,Labor And Industrial Relations,Human Res & Industrial Rels,191,133,58,0.44,93,16,14,9,0
2009,Fine And Applied Arts,Instrumental Music,94,51,43,0.84,68,13,2,4,1
2009,Las,Teaching Of English Sec Lang,50,37,13,0.35,12,3,0,0,0
2009,Las,Statistics,155,67,88,1.31,45,29,11,0,1
2009,Las,Integrative Biology,329,184,145,0.79,237,43,11,19,1
2009,Vetmed,Veterinary Medicine,463,367,94,0.26,300,13,3,12,1
2009,Las,History,626,236,389,1.65,472,31,32,38,0
2009,Las,Biology,811,431,379,0.88,420,187,66,63,2
2009,Las,Biochemistry,202,94,108,1.15,78,57,5,12,0
2009,Las,Atmospheric Sciences,116,51,65,1.27,82,4,2,6,2
2009,Las,Astronomy,73,22,51,2.32,40,5,0,4,1
2009,Fine And Applied Arts,Voice,30,23,7,0.3,25,1,2,1,0
2009,Fine And Applied Arts,Urban Planning,159,61,98,1.61,85,7,20,17,1
2009,Fine And Applied Arts,Theatre,180,101,79,0.78,130,6,18,8,1
2009,Fine And Applied Arts,Photography,33,25,8,0.32,28,0,1,2,0
2009,Las,Cell And Developmental Biology,44,24,20,0.83,15,3,0,1,0
2009,Fine And Applied Arts,Painting,31,22,9,0.41,17,4,1,7,0
2009,Fine And Applied Arts,Nondegree,30,15,15,1,13,0,0,0,0
2009,Fine And Applied Arts,New Media,22,12,10,0.83,15,1,2,0,0
2009,Fine And Applied Arts,Music Education,243,125,118,0.94,209,13,3,7,0
2009,Fine And Applied Arts,Music,345,177,168,0.95,180,13,4,9,1
2009,Fine And Applied Arts,Landscape Architecture,139,63,76,1.21,90,5,4,9,0
2009,Las,Global Studies,93,68,25,0.37,55,16,4,2,0
2009,Fine And Applied Arts,Jazz Performance,41,5,36,7.2,30,2,5,2,1
2009,Las,Chemical Engineering,574,195,378,1.94,288,104,17,26,0
2009,Las,English,899,608,290,0.48,673,66,55,70,3
2009,Las,Chemistry,743,284,458,1.61,430,129,30,27,3
2009,Las,Geology,82,33,49,1.48,57,8,2,1,1
2009,Las,Geography,69,24,44,1.83,48,4,1,4,0
2009,Las,General Curriculum,227,133,94,0.71,13,11,159,34,0
2009,Las,French,86,63,23,0.37,57,3,3,2,0
2009,Las,Entomology,34,18,16,0.89,18,2,1,1,0
2009,Las,Economics,843,231,611,2.65,320,123,13,23,2
2009,Las,E Asian Languages & Cultures,102,64,38,0.59,34,37,2,3,1
2009,Las,Comparative Literature,44,27,16,0.59,23,5,0,3,0
2009,Las,Communication,508,303,205,0.68,294,44,101,42,1
2009,Las,"Ecol, Evol, Conservation Biol ",22,13,9,0.69,17,2,0,1,0
2008,Engineering,Aerospace Engineering,514,60,453,7.55,326,64,12,22,3
2008,Engineering,Electrical & Computer Engr,504,60,444,7.4,159,56,7,12,1
2008,Engineering,Computer Science,980,121,858,7.09,426,155,14,17,1
2008,Engineering,Computer Engineering,446,46,398,8.65,227,91,19,29,0
2008,Engineering,Civil Engineering,955,219,735,3.36,584,83,20,33,2
2008,Engineering,Bioengineering,173,72,101,1.4,102,39,1,3,1
2008,Education,Special Education,133,112,20,0.18,101,5,7,8,1
2008,Education,Elementary Education,344,318,26,0.08,246,22,15,20,2
2008,Education,Educational Psychology,105,74,31,0.42,38,7,13,6,0
2008,Education,Educational Policy Studies,138,84,54,0.64,24,9,49,27,6
2008,Engineering,Electrical Engineering,804,86,717,8.34,331,197,18,36,0
2008,Education,Early Childhood Education,56,54,1,0.02,48,2,1,3,0
2008,Education,Ed Organization And Leadership,162,104,58,0.56,124,5,19,6,0
2008,Fine And Applied Arts,Nondegree,135,25,110,4.4,16,3,0,0,0
2008,Engineering,Engineering Mechanics,75,13,61,4.69,51,9,0,3,0
2008,Engineering,Theoretical & Applied Mechans,47,6,41,6.83,19,0,0,1,0
2008,Fine And Applied Arts,Art And Design,42,25,17,0.68,22,3,0,2,1
2008,Fine And Applied Arts,Art Education,105,87,18,0.21,85,6,1,6,1
2008,Fine And Applied Arts,Architecture,198,74,124,1.68,116,18,4,12,1
2008,Fine And Applied Arts,Architectural Studies,581,257,324,1.26,403,71,18,41,3
2008,Engineering,Engineering Physics,131,13,118,9.08,99,15,1,5,1
2008,Las,Physics,302,40,262,6.55,123,15,3,5,0
2008,Engineering,Mechanical Engineering,1099,129,968,7.5,695,113,25,35,1
2008,Engineering,Materials Science & Engr,439,100,339,3.39,229,72,7,9,1
2008,Engineering,Industrial Engineering,125,39,86,2.21,51,13,5,2,0
2008,Engineering,Environ Engr In Civil Engr,75,41,34,0.83,23,4,0,5,0
2008,Education,Curriculum And Instruction,36,31,5,0.16,17,5,3,4,0
2008,Applied Health Sciences,Speech & Hearing Science,349,329,20,0.06,287,13,14,19,3
2008,Education,Anthropology,243,162,81,0.5,157,17,15,33,1
2008,Applied Health Sciences,Community Health,612,481,131,0.27,310,87,139,56,9
2008,Fine And Applied Arts,Nondegree,30,15,15,1,19,0,1,2,0
2008,Aces,Natural Resrcs & Environ Sci,177,89,87,0.98,148,12,0,14,0
2008,Aces,Natural Res & Env Sciences,91,41,50,1.22,61,5,0,2,0
2008,Aces,Human Development & Family St,211,202,9,0.04,166,11,16,13,0
2008,Aces,Food Science & Human Nutrition,397,304,93,0.31,244,58,12,17,1
2008,Aces,Crop Sciences,142,50,92,1.84,102,4,7,4,0
2008,Aces,Animal Sciences,644,470,173,0.37,505,29,20,30,3
2008,Aces,Agr & Consumer Economics,699,235,463,1.97,504,52,25,38,0
2008,Fine And Applied Arts,Dance,82,70,12,0.17,59,4,8,6,0
2008,Aces,Nutritional Sciences,61,47,14,0.3,37,5,2,4,0
2008,Applied Health Sciences,Kinesiology,672,390,281,0.72,522,28,32,51,6
2008,Education,Advertising,460,326,134,0.41,337,31,30,24,2
2008,Applied Health Sciences,"Recreation, Sport, And Tourism ",423,150,272,1.81,297,15,54,20,1
2008,Education,Actuarial Science,294,105,189,1.8,160,43,7,3,0
2008,Education,Accountancy,1147,527,617,1.17,593,200,38,73,2
2008,Dgs,Undeclared,2016,963,1051,1.09,1163,279,176,156,3
2008,Business,Technology Management,49,18,31,1.72,0,0,0,0,0
2008,Business,Supply Chain Management,24,8,16,2,19,5,0,0,0
2008,Fine And Applied Arts,Nondegree,37,13,24,1.85,2,0,0,0,0
2008,Business,Marketing,102,63,39,0.62,67,12,6,8,2
2008,Business,Management,84,43,41,0.95,54,7,5,10,1
2008,Business,Information Sys & Info Tech,25,6,19,3.17,15,4,0,4,0
2008,Business,Finance,727,230,496,2.16,408,109,19,30,1
2008,Business,Curric Unassigned,1139,487,652,1.34,656,177,79,108,4
2008,Business,Business Administration (Mba),355,94,258,2.74,182,38,15,12,0
2008,Business,Business Administration,254,134,120,0.9,146,28,23,19,0
2008,Fine And Applied Arts,Instrumental Music,102,55,47,0.85,68,18,1,5,1
2008,Fine And Applied Arts,Graphic Design,71,49,22,0.45,44,20,1,1,0
2008,Fine And Applied Arts,Nondegree,146,79,67,0.85,35,11,3,0,1
2008,Las,Psychology,1437,1031,406,0.39,881,182,120,120,5
2008,Las,Political Science,1062,424,638,1.5,709,94,103,92,3
2008,Las,Plant Biology,30,18,12,0.67,24,2,0,0,1
2008,Las,Physics,147,20,126,6.3,100,12,3,5,0
2008,Las,Philosophy,126,23,103,4.48,98,5,9,7,0
2008,Las,Neuroscience,54,33,21,0.64,27,10,1,4,0
2008,Las,Molecular&Cell Bio-Undeclared,31,15,16,1.07,15,2,0,0,0
2008,Las,Molecular And Cellular Biology,1009,508,499,0.98,580,298,34,40,0
2008,Las,Molecular & Integrative Physi,31,18,13,0.72,10,2,1,4,0
2008,Las,Microbiology,72,40,32,0.8,35,4,2,4,1
2008,Las,Mathematics,558,206,351,1.7,349,54,6,22,1
2008,Las,Math & Computer Science,92,8,84,10.5,60,15,2,5,1
2008,Las,Linguistics,124,76,48,0.63,75,10,4,4,0
2008,Las,Sociology,514,302,210,0.7,226,58,123,61,4
2008,Las,Spanish,298,220,78,0.35,170,22,8,62,0
2008,Las,Statistics,133,56,77,1.38,45,22,10,3,0
2008,Ischool,Library & Information Science,286,208,78,0.38,198,25,11,8,2
2008,Fine And Applied Arts,Industrial Design,107,50,57,1.14,63,20,2,6,0
2008,Vetmed,Vms-Veterinary Clinical Medcne,33,20,13,0.65,15,0,0,2,0
2008,Social Work,Social Work,263,232,31,0.13,182,13,34,9,1
2008,Media,Journalism,26,14,12,0.86,17,0,3,2,0
2008,Las,General Curriculum,45,33,12,0.36,30,3,2,5,0
2008,Law,Law,624,274,350,1.28,327,59,46,39,5
2008,Labor And Industrial Relations,Human Res & Industrial Rels,188,130,58,0.45,105,17,20,7,1
2008,Ln,Nondegree-Ce,72,48,24,0.5,58,2,7,3,0
2008,Las,Teaching Of English Sec Lang,52,39,13,0.33,16,2,0,0,0
2008,Vetmed,Veterinary Medicine,451,359,92,0.26,287,15,4,7,2
2008,Las,Integrative Biology,322,169,153,0.91,241,46,12,14,1
2008,Fine And Applied Arts,Theatre,188,107,81,0.76,147,4,19,9,0
2008,Las,Biology,876,487,389,0.8,484,197,54,70,1
2008,Las,Biochemistry,204,82,122,1.49,86,57,5,9,0
2008,Las,Atmospheric Sciences,86,33,52,1.58,54,2,3,4,1
2008,Las,Astronomy,75,23,52,2.26,40,5,1,6,1
2008,Fine And Applied Arts,Urban Planning,150,63,87,1.38,93,4,20,15,1
2008,Fine And Applied Arts,Photography,29,16,13,0.81,25,1,0,2,0
2008,Las,Chemical Engineering,523,177,346,1.95,280,96,15,27,0
2008,Fine And Applied Arts,Painting,35,24,11,0.46,20,4,1,8,0
2008,Fine And Applied Arts,Nondegree,22,9,13,1.44,5,1,0,0,0
2008,Fine And Applied Arts,Music Education,267,135,132,0.98,226,14,4,9,1
2008,Fine And Applied Arts,Music,348,186,162,0.87,181,17,3,12,1
2008,Fine And Applied Arts,Landscape Architecture,155,68,87,1.28,110,8,6,6,0
2008,Fine And Applied Arts,Jazz Performance,38,3,35,11.67,31,2,2,1,1
2008,Las,Cell And Developmental Biology,46,27,19,0.7,18,4,0,1,0
2008,Fine And Applied Arts,Voice,35,28,7,0.25,28,2,1,2,0
2008,Las,Chemistry,723,286,437,1.53,432,124,28,34,2
2008,Las,Entomology,33,18,15,0.83,21,1,1,2,0
2008,Las,Geology,88,35,53,1.51,66,5,1,1,0
2008,Las,Geography,87,27,59,2.19,60,4,3,3,0
2008,Las,General Curriculum,1387,711,676,0.95,636,185,312,164,2
2008,Las,French,96,70,26,0.37,71,5,2,3,0
2008,Las,History,658,233,424,1.82,497,34,42,43,0
2008,Las,English,934,645,288,0.45,692,75,62,70,4
2008,Las,E Asian Languages & Cultures,96,57,39,0.68,33,35,2,4,0
2008,Las,Comparative Literature,44,31,13,0.42,24,4,0,1,0
2008,Las,Creative Writing,20,11,9,0.82,14,0,1,2,1
2008,Las,Economics,836,220,613,2.79,374,153,8,14,0
2007,Engineering,Industrial Engineering,87,28,59,2.11,43,10,3,2,0
2007,Engineering,Environ Engr In Civil Engr,63,30,33,1.1,18,4,0,2,0
2007,Engineering,Engineering Physics,134,13,121,9.31,102,16,0,7,0
2007,Engineering,Engineering Mechanics,49,12,37,3.08,38,5,0,2,0
2007,Engineering,Electrical Engineering,774,83,691,8.33,331,236,16,31,0
2007,Engineering,Electrical & Computer Engr,521,73,448,6.14,154,74,6,14,0
2007,Engineering,Computer Science,956,120,834,6.95,444,135,15,25,1
2007,Engineering,Computer Engineering,434,35,397,11.34,247,90,20,26,0
2007,Engineering,Civil Engineering,830,175,654,3.74,523,65,15,37,1
2007,Engineering,Materials Science & Engr,398,93,305,3.28,218,62,7,7,1
2007,Engineering,Aerospace Engineering,482,58,424,7.31,329,57,12,18,2
2007,Education,Special Education,143,122,21,0.17,119,3,5,3,0
2007,Engineering,Bioengineering,136,57,79,1.39,77,36,1,3,0
2007,Fine And Applied Arts,Instrumental Music,118,63,55,0.87,89,11,2,5,0
2007,Engineering,Mechanical Engineering,1090,133,955,7.18,697,125,26,37,0
2007,Fine And Applied Arts,Nondegree,106,19,87,4.58,1,4,0,1,0
2007,Fine And Applied Arts,Industrial Design,102,46,56,1.22,66,17,3,6,0
2007,Fine And Applied Arts,Graphic Design,78,52,26,0.5,49,21,0,3,0
2007,Fine And Applied Arts,Dance,78,68,10,0.15,62,1,7,1,0
2007,Fine And Applied Arts,Art And Design,43,22,21,0.95,22,4,2,2,1
2007,Fine And Applied Arts,Art Education,108,93,15,0.16,87,6,0,4,1
2007,Fine And Applied Arts,Architecture,208,84,124,1.48,133,11,5,11,0
2007,Fine And Applied Arts,Architectural Studies,547,247,300,1.21,384,66,16,44,2
2007,Engineering,Theoretical & Applied Mechans,51,8,43,5.38,20,0,0,1,0
2007,Las,Physics,288,40,248,6.2,128,14,1,4,0
2007,Education,Elementary Education,367,340,27,0.08,262,24,20,16,3
2007,Education,Educational Psychology,118,87,31,0.36,43,8,13,8,0
2007,Applied Health Sciences,Community Health,532,409,123,0.3,305,69,101,38,5
2007,Aces,Nutritional Sciences,60,44,16,0.36,35,7,3,6,0
2007,Aces,Natural Resrcs & Environ Sci,197,101,95,0.94,169,11,2,9,0
2007,Aces,Natural Res & Env Sciences,91,44,47,1.07,62,7,0,2,0
2007,Aces,Human Development & Family St,192,178,14,0.08,150,11,13,14,0
2007,Aces,Crop Sciences,146,50,96,1.92,105,7,5,7,0
2007,Aces,Animal Sciences,638,450,187,0.42,510,31,18,29,2
2007,Aces,Agr & Consumer Economics,570,191,379,1.98,414,56,21,21,0
2007,Fine And Applied Arts,Landscape Architecture,147,58,89,1.53,112,6,7,6,0
2007,Applied Health Sciences,Kinesiology,655,397,257,0.65,516,30,30,43,5
2007,Applied Health Sciences,"Recreation, Sport, And Tourism ",417,163,253,1.55,289,19,51,23,1
2007,Applied Health Sciences,Speech & Hearing Science,342,327,15,0.05,284,15,12,18,0
2007,Education,Actuarial Science,281,82,199,2.43,165,45,5,2,0
2007,Education,Educational Policy Studies,130,85,45,0.53,30,9,39,27,6
2007,Education,Ed Organization And Leadership,185,122,63,0.52,146,5,20,8,0
2007,Education,Early Childhood Education,61,60,0,0,47,1,4,7,0
2007,Education,Anthropology,220,146,74,0.51,153,13,9,28,1
2007,Education,Advertising,386,287,99,0.34,277,29,26,16,3
2007,Education,Accountancy,1120,519,594,1.14,619,187,41,68,1
2007,Dgs,Undeclared,83,33,50,1.52,54,11,8,6,0
2007,Fine And Applied Arts,Nondegree,26,8,18,2.25,0,0,0,0,0
2007,Business,Finance,692,207,484,2.34,373,93,19,29,1
2007,Business,Curric Unassigned,1006,428,578,1.35,600,134,73,105,5
2007,Business,Business Administration (Mba),371,96,275,2.86,168,29,15,9,1
2007,Business,Business Administration,509,254,254,1,295,48,37,37,1
2007,Fine And Applied Arts,Jazz Performance,21,1,20,20,18,2,0,0,0
2007,Aces,Food Science & Human Nutrition,413,310,103,0.33,276,47,14,19,0
2007,Fine And Applied Arts,Music,336,172,164,0.95,165,18,3,12,1
2007,Las,Linguistics,139,86,53,0.62,76,15,7,4,0
2007,Las,Sociology,537,319,217,0.68,245,61,120,66,3
2007,Las,Psychology,1520,1058,460,0.43,974,169,125,118,3
2007,Las,Political Science,1130,477,651,1.36,766,93,102,102,2
2007,Las,Plant Biology,25,12,13,1.08,18,2,0,0,1
2007,Las,Physics,164,24,139,5.79,111,14,2,4,1
2007,Las,Philosophy,124,27,97,3.59,93,6,8,7,1
2007,Fine And Applied Arts,Nondegree,129,69,60,0.87,26,7,4,2,1
2007,Las,Neuroscience,52,31,21,0.68,25,9,1,4,0
2007,Las,Molecular&Cell Bio-Undeclared,24,13,11,0.85,7,2,1,0,0
2007,Las,Molecular And Cellular Biology,916,461,454,0.98,552,234,44,33,3
2007,Las,Molecular & Integrative Physi,37,20,17,0.85,12,2,1,5,0
2007,Las,Microbiology,71,39,32,0.82,33,3,1,6,1
2007,Las,Mathematics,551,226,325,1.44,349,51,10,22,1
2007,Las,Spanish,353,261,92,0.35,199,20,12,83,0
2007,Las,Statistics,118,48,70,1.46,45,17,5,4,0
2007,Media,Journalism,26,12,14,1.17,22,0,0,2,0
2007,Fine And Applied Arts,Music Education,250,126,124,0.98,210,20,4,8,0
2007,Vetmed,Veterinary Medicine,428,341,87,0.26,285,18,2,5,2
2007,Vetmed,Vms-Veterinary Clinical Medcne,31,19,12,0.63,14,0,0,1,0
2007,Social Work,Social Work,255,229,26,0.11,173,14,32,15,1
2007,Las,General Curriculum,133,102,31,0.3,103,9,11,7,0
2007,Las,Teaching Of English Sec Lang,53,44,9,0.2,21,3,0,0,0
2007,Law,Law,635,265,370,1.4,322,73,45,38,2
2007,Labor And Industrial Relations,Human Res & Industrial Rels,177,122,55,0.45,99,13,16,5,1
2007,Ln,Nondegree-Ce,83,54,29,0.54,60,8,8,5,0
2007,Las,Math & Computer Science,106,7,99,14.14,59,24,3,7,1
2007,Ischool,Library & Information Science,250,191,59,0.31,186,14,8,5,1
2007,Las,Chemical Engineering,472,159,313,1.97,266,85,13,20,0
2007,Las,Biology,908,516,389,0.75,530,184,52,63,1
2007,Las,Biochemistry,260,116,144,1.24,105,86,6,12,0
2007,Las,Atmospheric Sciences,47,20,27,1.35,24,1,2,1,0
2007,Fine And Applied Arts,Voice,25,20,5,0.25,20,0,2,1,0
2007,Fine And Applied Arts,Urban Planning,164,72,92,1.28,120,7,10,7,1
2007,Fine And Applied Arts,Theatre,182,101,81,0.8,146,3,12,10,0
2007,Fine And Applied Arts,Photography,35,20,15,0.75,30,2,0,3,0
2007,Fine And Applied Arts,Painting,41,28,13,0.46,31,1,1,5,0
2007,Fine And Applied Arts,Nondegree,23,11,12,1.09,4,2,1,0,0
2007,Las,Chemistry,741,301,440,1.46,441,131,23,39,1
2007,Las,Astronomy,70,26,44,1.69,36,4,0,5,0
2007,Las,Comparative Literature,56,43,13,0.3,27,2,1,3,1
2007,Las,General Curriculum,3379,1809,1569,0.87,1807,435,528,384,9
2007,Las,Creative Writing,20,10,10,1,12,0,2,3,1
2007,Las,History,711,263,446,1.7,554,34,39,44,1
2007,Las,Geology,91,33,58,1.76,69,1,1,2,1
2007,Las,Geography,96,34,62,1.82,68,3,4,4,0
2007,Las,French,96,70,26,0.37,71,4,3,5,0
2007,Las,Integrative Biology,292,154,138,0.9,218,43,13,14,0
2007,Business,Finance,93,33,60,1.82,62,20,1,3,0
2007,Las,Entomology,32,15,17,1.13,24,1,1,1,0
2007,Las,English,1037,713,321,0.45,758,88,68,70,4
2007,Las,Economics,928,246,678,2.76,452,163,11,18,1
2007,Las,E Asian Languages & Cultures,90,50,40,0.8,35,32,1,1,1
2006,Engineering,Engineering Physics,124,14,110,7.86,100,11,0,4,0
2006,Engineering,Civil Engineering,793,155,638,4.12,490,57,17,34,2
2006,Engineering,Engineering Mechanics,62,15,47,3.13,55,3,1,2,0
2006,Engineering,Electrical Engineering,1195,150,1045,6.97,455,325,22,34,0
2006,Engineering,Electrical & Computer Engr,163,28,135,4.82,44,24,1,5,0
2006,Engineering,Computer Science,987,118,867,7.35,481,157,10,32,2
2006,Engineering,Computer Engineering,477,36,439,12.19,273,100,27,25,0
2006,Engineering,Bioengineering,101,41,60,1.46,60,22,2,3,0
2006,Engineering,Aerospace Engineering,450,57,393,6.89,310,58,12,15,1
2006,Education,Special Education,154,137,17,0.12,118,6,8,4,0
2006,Education,Elementary Education,389,358,30,0.08,285,22,21,21,1
2006,Engineering,Environ Engr In Civil Engr,58,24,34,1.42,21,2,1,0,0
2006,Fine And Applied Arts,Dance,69,62,7,0.11,59,1,1,3,0
2006,Engineering,Industrial Engineering,81,23,58,2.52,46,10,2,2,0
2006,Engineering,Materials Science & Engr,403,103,300,2.91,215,61,4,8,1
2006,Fine And Applied Arts,Graphic Design,75,49,26,0.53,47,18,0,5,0
2006,Education,Educational Policy Studies,129,83,46,0.55,29,10,36,26,6
2006,Fine And Applied Arts,Art And Design,40,18,22,1.22,29,2,2,1,0
